freq,amp,phase
0.1,1.53846153846154,2.5345082768139
0.15,1.53846153846154,0.462941868099841
0.25,1.53846153846154,-3.12355785696081
0.35,1.53846153846154,0.736043200072554
0.55,1.53846153846154,-1.08922220611024
0.65,1.53846153846154,0.170011070545174
0.85,1.17647058823529,2.4249457278115
0.95,1.05263157894737,-0.89680054684251
1.15,0.869565217391304,2.56690205772568
1.45,0.689655172413793,0.775094467035027
1.55,0.645161290322581,-3.04218485299499
1.85,0.54054054054054,2.69823371741465
