xPos,yPos
-4.90931264054015,-0.947971200740129
-2.80267850311614,3.5865731656808
-5.04833576915609,-0.880755280211889
-2.12107806423673,3.17278173441993
2.78935761989293,2.23064512435422
3.55449145280045,-2.71046509681472
-1.12583150080475,-0.95132409906716
3.51513761096137,0.909161241813765
0.850591347550737,-3.32170075193461
2.16613203397394,1.50213099288871
-1.76947991552456,-1.58185321312867
3.0185773505207,-0.141538102789541
1.84179892212288,-5.00108463826562
-1.59943952441183,-1.37370570105885
1.07231781946302,2.85260624855524
4.8073858608518,-0.471437482534378
-0.0259770792004916,0.80864169069245
-5.01941734256324,0.552605880252248
-3.03008624251153,-4.0346113343962
-3.29428228823973,0.95840383175557
0.455877340420133,-2.34860429638227
-4.33493528371717,-0.917480821483395
-2.06935179751435,3.53977522535137
-4.4905849135119,-0.834882498173613
-4.43456454866132,4.16480366384916
-0.422048524409106,1.18156462630638
-0.630278217473156,-3.81409753149878
4.33318240949712,-3.21072484027402
-0.611248788924414,-3.95409562533069
2.76048462773927,-0.262021172268638
0.579574661622084,4.23727118539059
-4.09217586299107,2.45548920215674
0.904446081148066,2.27172536635858
-1.65475879955836,-2.02367570671578
1.05912739470062,2.17570778668066
-3.37290717657915,-0.138826628483867
-1.53292755046942,-4.78796364254369
-2.22152335994892,0.16439294913741
2.15992850753755,2.57330962119133
1.27411618696399,-2.34759847922267
5.36578328660194,-5.22131738435942
0.438236440000341,-4.37321239407421
2.71313536495199,0.0792964359286961
-1.69579130766838,2.43755121339798
1.79809165320542,-1.13914864201563
-3.07651479218052,-0.0263988935987225
-5.01114002244201,-4.6369547406128
-0.0844542246330313,-3.78386210222741
4.38842418314841,-1.54927964700169
-0.0576344767570154,-3.8367591316485
4.77793583010181,-2.56504383040168
-0.120637396790356,-1.56305563647158
-1.24612064185678,3.30862656427538
-0.158035953179496,-1.57154471450839
1.66674941214362,3.08357702079591
0.779076439654595,-1.83699578060765
-3.68451197724605,-4.09007776857666
1.06208108042284,-2.5185007437734
-2.24507069744015,1.2315322051722
2.58566813107328,-0.0584144490320264
-2.41254817006454,-0.191957726811909
-2.47734151009367,-5.19153789149453
-4.71034597045268,-0.71787148908847
-0.0938747861044815,1.20259559057802
-4.99960947532864,0.236279307499485
-2.61372915734492,-4.15775927997991
-1.64256760233366,0.747018516624962
-3.41732891127229,-3.9274036183875
-0.347528420749828,0.0192816931604178
-1.10130132952843,-4.92357440448105
0.332272795769216,-0.133494527560719
-3.45215947404423,-3.40122652318011
1.25451426968873,-5.08859793163019
3.53611773979454,-0.639520993073031
1.82532181289822,-5.33773100290816
-2.47861487332168,-2.79290704023206
-0.379542016877276,1.74514244642388
-4.59640492366913,-0.941503645885815
-1.59351051147625,3.05632390782643
2.13712112960814,-0.272698104497904
3.02028977956894,-5.19408135880014
-0.618597155355167,-1.76501415694499
4.28881482190602,-0.807252346559204
-0.213392130661076,1.36763444503628
4.78659098922555,1.35464210695458
3.5565208348309,-3.49168922873302
-0.978679773822738,-1.38646823338178
2.81445098268388,-4.64409913083526
0.024269070946735,-0.495016714274356
1.03118160033594,-5.39258010418153
-2.67562122377215,-2.03704544884204
0.35349141091061,1.94095362687496
4.59052965101004,-0.713760472973672
3.06109411391744,4.04657847902106
5.25675658575716,-0.445533085683754
1.52816944516561,-3.77684482957914
-1.98886127464579,-0.222904070941917
0.687488390850078,-4.44630938750818
-3.05283015045686,-1.12817478964215
-3.35371698167053,3.86276371076057
